task_id,baseline,cadg,sentinel,forge,cadg_sentinel,forge_cadg,forge_sentinel,full_stack,retry_feedback
ifeval_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_146,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
ifeval_147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_148,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5
ifeval_149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_150,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
ifeval_151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_152,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_153,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
ifeval_154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_155,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
ifeval_156,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_158,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5
ifeval_159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_161,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5
ifeval_162,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5
ifeval_163,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_167,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
ifeval_168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_170,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
ifeval_171,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_173,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
ifeval_174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_177,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5
ifeval_178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_181,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_190,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ifeval_191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_193,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
ifeval_194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_195,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5
ifeval_196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_20,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_204,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_206,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5
ifeval_207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_209,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_213,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0
ifeval_214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_215,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_217,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_236,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ifeval_237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_239,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ifeval_24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ifeval_240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_242,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_243,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ifeval_244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_250,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_253,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
ifeval_254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_261,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5
ifeval_262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_263,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
ifeval_264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_266,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ifeval_267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_270,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_272,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ifeval_278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_282,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
ifeval_283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_287,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_299,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ifeval_3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ifeval_304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_305,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0
ifeval_306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_307,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ifeval_312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_321,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ifeval_322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_324,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ifeval_325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_329,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_33,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
ifeval_330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_338,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ifeval_339,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
ifeval_34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_340,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_341,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
ifeval_342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_345,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
ifeval_346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_347,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
ifeval_348,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_356,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_359,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5
ifeval_36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_360,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_364,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_365,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifeval_366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_368,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
ifeval_369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_373,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ifeval_374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_377,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666
ifeval_378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifeval_379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifeval_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
