task_id,baseline,cadg,sentinel,forge,cadg_sentinel,forge_cadg,forge_sentinel,full_stack,retry_feedback
ifbench_120,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_121,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ifbench_122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ifbench_123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_124,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_125,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
ifbench_126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_131,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ifbench_132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_133,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5
ifbench_134,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0
ifbench_135,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_136,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5
ifbench_137,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0
ifbench_138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ifbench_140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_143,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0
ifbench_144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_149,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0
ifbench_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_150,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
ifbench_151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_152,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_161,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ifbench_162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ifbench_166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_17,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_173,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_178,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
ifbench_179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_18,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
ifbench_180,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_188,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_189,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
ifbench_190,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5
ifbench_191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_194,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ifbench_195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_196,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5
ifbench_197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_198,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5
ifbench_199,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0
ifbench_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_200,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ifbench_201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ifbench_205,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_21,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
ifbench_210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_214,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
ifbench_215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_217,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5
ifbench_218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_219,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_22,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5
ifbench_220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_221,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ifbench_223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ifbench_224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_23,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5
ifbench_230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_234,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ifbench_235,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ifbench_236,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ifbench_237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_239,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
ifbench_24,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_240,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
ifbench_241,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ifbench_242,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ifbench_243,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_244,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_245,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
ifbench_246,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
ifbench_247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_259,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ifbench_26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_270,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_271,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_272,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ifbench_275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_279,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ifbench_28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_281,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ifbench_282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_288,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_289,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
ifbench_29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_298,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_299,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
ifbench_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ifbench_30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_33,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
ifbench_36,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
ifbench_37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_38,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ifbench_39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ifbench_40,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ifbench_41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ifbench_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_44,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_46,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_57,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_71,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0
ifbench_72,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0
ifbench_73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ifbench_74,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ifbench_75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ifbench_76,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
ifbench_77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ifbench_78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_80,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
ifbench_81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_87,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_88,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5
ifbench_89,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ifbench_9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_91,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ifbench_92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ifbench_93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ifbench_95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ifbench_96,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
ifbench_97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ifbench_98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ifbench_99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
